id,data_abertura,canal,parceiro,uf,linha,modelo,serie,lote,descricao_cliente,codigo_sintoma,prioridade_declarada,status,data_fechamento,sla_horas,custo_peca_brl,id_origem
OC-2026-000091,2026-03-23,Formulario,SUL SERVICE ELETRO,RS,TV,OLED-55C4,OLED370172,L2611A,Controle remoto sem resposta. Aparelho responde aos botoes fisicos.,,Alta,FECHADA,2026-04-07 13:57,72,240.64,
OC-2026-001052,03-06-2026 19:50,formulario,MegaTec Reparos Ltda,BA,Ar-Condicionado,AC DUAL 9K,ACDU360294,L2602A,Controle remoto sem resposta. Aparelho responde aos botoes fisicos.,,Baixa,em_atendimento,,240,,
OC-2026-001982,18-06-2026 09:01,Formulario,Atlas Manutencao,GO,TV,NANO-75SQA,NANO923403,L2605B,Controle remoto sem resposta. Aparelho responde aos botoes fisicos.,CONTROLE_NAO_RESPONDE,Alta,REABERTA,,72,42.49,OC-2026-000926
OC-2026-001757,2026-05-11,Formulario,Tecnoar Servicos Eireli,RJ,Ar-Condicionado,AC S12TQ,ACS1123297,,"Aparelho nao liga. Tomada testada com outro equipamento, energia OK.",NAO_LIGA,Alta,EM ATENDIMENTO,,72,,
OC-2026-000686,25/06/2026,FORM,Eletro Servicos Andrade,SP,Geladeira,GT-39SSP,GT39551478,L2604A,"Porta desalinhada, borracha de vedacao solta em um dos cantos.",,Alta,em_atendimento,,72,,
OC-2026-001141,04-05-2026 15:33,E-mail,Eletro Nordeste Assistencia,PE,Ar-Condicionado,AC-S12TQ,ACS1712887,,"Baixa pressao no sistema, indicio de vazamento na linha.",VAZAMENTO_GAS,Baixa,Fechado,26/05/2026,240,492.56,
OC-2026-000326,29/04/2026,Formulario,Norte Eletro Servicos,CE,TV,NANO-75SQA,NANO210340,L2602C,"controle nao funciona mais, ja troquei a pilha",,Baixa,FECHADA,2026-04-30,240,379.29,
OC-2026-000607,2026-05-31,Formulario,Assist Tec Silva,SP,TV,UQ7550PSF,UQ75664534,L2604A,Sem imagem. Audio presente. Cliente ja testou outra fonte de video.,TELA_ESCURA,Media,aberta,,120,,
OC-2026-001825,02-06-2026 13:04,E-mail,SUL SERVICE ELETRO,RS,Geladeira,GC B247SLUV,GCB2233763,L2607B,Cliente relata que apos cerca de dois meses de uso o gabinete parou de refrigerar. Placa de controle suspeita.,NAO_GELA,Alta,Fechado,2026-06-20,72,743.7,
OC-2026-001160,2026-06-14,E-mail,Atlas Manutencao de Equipamentos,GO,Maquina de Lavar,wd-11wv,WD11107290,L2602B,Cliente relata poca de agua no chao apos o uso.,,Baixa,fechada,2026-07-03,240,315.31,
OC-2026-000157,2026-05-16,E-mail,MEGATEC,BA,Geladeira,GC-L257FLQ,GCL2422305,L2604C,"porta nao fecha direito, fica uma fresta",PORTA_DESALINHADA,Baixa,FECHADA,23/05/2026,240,107.65,
OC-2026-001663,2026-03-14,Formulario,SUL SERVICE ELETRO,RS,Maquina de Lavar,WMT13BW,WMT1177369,L2612C,agua fica parada no tambor,NAO_DRENA,Baixa,AGUARDANDO PECA,,240,154.71,
OC-2026-000845,05/03/2026,Formulario,PRISMA AT,PR,Geladeira,GC-L257FLQ,GCL2104476,L2612C,nao gela nada,NAO_GELA,Media,Fechada,2026-03-28 19:03,120,779.37,
OC-2026-001146,2026-03-13,Planilha Parceiro,OFICINA DIGITAL CAMPINAS ME,SP,Ar-Condicionado,ACDUAL9K,ACDU281164,,"morreu do nada, nao acende nem a luzinha",,Baixa,Fechado,2026-04-03,240,729.71,
OC-2026-001816,2026-05-22,Planilha Parceiro,Atlas Manutencao de Equipamentos,GO,TV,OLED55C4,OLED724300,L2604A,Sem imagem. Audio presente. Cliente ja testou outra fonte de video.,,,Fechado,2026-05-31,240,375.59,
OC-2026-000009,2026-03-25,Planilha Parceiro,Tecnoar Servicos,RJ,Ar-Condicionado,ACD18MQ,ACD1391211,,"morreu do nada, nao acende nem a luzinha",,Alta,Fechada,2026-03-31,72,355.54,
OC-2026-001458,20/04/2026,Planilha Parceiro,Prisma Assistencia Tecnica,PR,Maquina de Lavar,WD11WV,WD11222508,L2603A,Display apresenta codigo de erro intermitente. Cliente ja tentou reset.,,Media,FECHADA,2026-04-25 13:27,120,483.61,
OC-2026-001370,2026-04-12,Formulario,ATLAS MANUT EQUIP,GO,Monitor,27-UP550,27UP100980,L2612B,a tela fica piscando o tempo todo,FLICKER,Baixa,ABERTA,,240,,
OC-2026-000787,2026-08-23,Formulario,assistencia tecnica silva,SP,Monitor,27-UP550,27UP283489,L2605B,Mensagem de ausencia de sinal. Cliente testou dois cabos diferentes.,SEM_SINAL,Alta,Aberta,,72,,
OC-2026-000035,2026-03-05,Planilha Parceiro,CENTRAL REPAROS BANDEIRANTES SA,SP,Geladeira,GC-L257,GCL2176069,,"Porta desalinhada, borracha de vedacao solta em um dos cantos.",NAO_GELA,Baixa,ABERTA,,240,,
OC-2026-001901,2026-07-21,Formulario,Eletro Nordeste Assistencia,PE,Maquina de Lavar,WM-F60BW,WMF6217741,,"agua vazando na parte de tras, mangueira solta",VAZAMENTO_AGUA,Media,FECHADA,2026-08-16,120,98.47,
OC-2026-001259,2026-03-04,Formulario,Central Reparos Bandeirantes,SP,TV,UQ-7550PSF,UQ75802334,,nao liga de jeito nenhum,NAO_LIGA,Media,Fechado,26-03-2026 13:14,120,347.03,
OC-2026-001702,2026-04-15 07:24,Planilha Parceiro,Prisma Assist Tecnica,PR,Monitor,24MP400,24MP464953,L2602C,a tela fica piscando o tempo todo,,,FECHADA,2026-05-05,72,353.33,
OC-2026-000558,2026-05-21,E-mail,A.T. SILVA LTDA,SP,TV,OLED55C4,OLED352580,L2603A,"controle nao funciona mais, ja troquei a pilha",CONTROLE_NAO_RESPONDE,Media,fechada,2026-05-30,120,73.77,
OC-2026-001477,2026-05-03,formulario,CENTRAL REPAROS BANDEIRANTES SA,SP,Geladeira,GCL257FLQ,GCL2712635,L2602C,Cliente relata poca de agua no chao apos o uso.,,Media,FECHADA,2026-05-24,120,760.13,
OC-2026-001033,2026-03-26 09:01,email,Norte Eletro,CE,TV,oled55c4,OLED163786,L2601C,"morreu do nada, nao acende nem a luzinha",NAO_LIGA,,FECHADA,2026-04-17,120,312.31,
OC-2026-001443,12/06/2026,Planilha Parceiro,Atlas Manutencao de Equipamentos,GO,Ar-Condicionado,ACS12TQ,ACS1965826,,nao liga de jeito nenhum,,Media,ABERTA,,120,,
OC-2026-001470,2026-07-19,email,Atlas Manutencao,GO,Maquina de Lavar,WM-F60BW,WMF6471717,L2606B,aparece codigo de erro no visor e para tudo,ERRO_DISPLAY,Alta,Fechada,27/07/2026,72,414.33,
OC-2026-001716,2026-05-30,E-mail,NORTE ELETRO SERVICOS LTDA,CE,Maquina de Lavar,WMT13BW,WMT1447982,L2602A,para na centrifugacao e apita,,Baixa,Fechada,2026-06-05,240,921.68,
OC-2026-001841,21/07/2026,formulario,Sul Service Eletrodomesticos,RS,Geladeira,gc-b247sluv,GCB2875744,L2605A,"comprou faz uns 2 meses e parou de gelar, o compressor liga e desliga direto",,Critica,Aguardando peca,,72,1103.47,
OC-2026-000823,26-08-2026 15:27,E-mail,Oficina Digital,SP,TV,OLED-55C4,OLED463415,L2605C,Controle remoto sem resposta. Aparelho responde aos botoes fisicos.,,Baixa,EM ATENDIMENTO,,240,,
OC-2026-001280,,Planilha Parceiro,ELETRO SERV ANDRADE,SP,Maquina de Lavar,wd-11wv,WD11839853,,nao liga de jeito nenhum,NAO_LIGA,Media,ABERTA,,120,,
OC-2026-000592,24/07/2026,Formulario,NORTE ELETRO SERVICOS LTDA,CE,Ar-Condicionado,ACS12TQ,ACS1831524,L2605B,"controle nao funciona mais, ja troquei a pilha",,Alta,AGUARDANDO PECA,,72,931.73,
OC-2026-000810,27/04/2026,Formulario,Tecnoar Servicos,RJ,Maquina de Lavar,WD11WV,WD11970458,L2603C,,ERRO_DISPLAY,Media,Fechada,2026-05-03,120,437.84,
OC-2026-001602,2026-08-06,E-mail,Norte Eletro,CE,Maquina de Lavar,WM-T13BW,WMT1880369,L2606B,,NAO_CENTRIFUGA,,em_atendimento,,120,,
OC-2026-000061,2026-04-19,Formulario,Eletro Servicos Andrade ME,SP,Maquina de Lavar,WM-F60BW,WMF6980700,L2603B,nao liga de jeito nenhum,NAO_LIGA,,em_atendimento,,240,,
OC-2026-001594,2026-08-09,planilha_parceiro,MegaTec Reparos Ltda,BA,Geladeira,GT-39SSP,GT39609322,L2605C,faz um barulho alto de tempos em tempos,RUIDO_COMPRESSOR,Baixa,Em atendimento,,240,,
OC-2026-000696,2026-07-15,Planilha Parceiro,TECNOAR,RJ,Maquina de Lavar,WM-F60BW,WMF6252926,L2606B,"morreu do nada, nao acende nem a luzinha",NAO_LIGA,,EM ATENDIMENTO,,120,,
OC-2026-001623,2026-08-30,Formulario,Tecnoar Servicos Eireli,RJ,Maquina de Lavar,wd-11wv,WD11346430,L2606C,aparece codigo de erro no visor e para tudo,ERRO_DISPLAY,Baixa,fechada,2026-09-01,240,416.07,
OC-2026-001515,15/03/2026,email,Prisma Assistencia Tecnica,PR,Maquina de Lavar,WD11WV,WD11413933,L2611A,nao liga de jeito nenhum,NAO_LIGA,Baixa,aberta,,240,,
OC-2026-001132,2026-04-14,E-mail,CENTRAL REPAROS BANDEIRANTES SA,SP,TV,UQ-7550PSF,UQ75994570,L2603A,Audio ausente pelos alto-falantes internos. Saida optica funciona.,SEM_AUDIO,,Em atendimento,,120,,
OC-2026-001671,2026-06-07,formulario,Eletro Nordeste Assistencia,PE,TV,oled55c4,OLED112207,L2604C,"morreu do nada, nao acende nem a luzinha",NAO_LIGA,Alta,Fechada,2026-06-14,72,264.27,
OC-2026-000684,01/06/2026,planilha_parceiro,Tecnoar Servicos,RJ,Geladeira,GC-L257,GCL2693245,L2604C,Gabinete quente. Cliente ja verificou vedacao da porta.,,Media,Aguardando peca,,120,603.89,
OC-2026-000238,2026-03-09,FORM,OFICINA DIGITAL CAMPINAS ME,SP,Geladeira,GT39SSP,GT39541634,L2612A,"Ruido intermitente na parte traseira, cliente relata que piorou nas ultimas semanas.",RUIDO_COMPRESSOR,Alta,Aberta,,72,,
OC-2026-000349,2026-08-21,Planilha Parceiro,MegaTec Reparos Ltda,BA,TV,oled55c4,OLED169026,L2606C,sem som nenhum,,Media,EM ATENDIMENTO,,120,,
OC-2026-001893,17/08/2026,E-mail,assistencia tecnica silva,SP,Geladeira,GC B247SLUV,GCB2625865,L2606A,"parou de gelar do nada, produto tem pouco tempo de uso. tecnico falou que e a placa",RUIDO_COMPRESSOR,,AGUARDANDO PECA,,72,1232.48,
OC-2026-001017,2026-07-26,Planilha Parceiro,MegaTec Reparos Ltda,BA,Ar-Condicionado,AC DUAL 9K,ACDU208222,,"morreu do nada, nao acende nem a luzinha",NAO_LIGA,Alta,em_atendimento,,72,,
OC-2026-000791,2026-07-31 17:20,Planilha Parceiro,PRISMA AT,PR,Geladeira,GC-L257FLQ,GCL2675411,L2604B,nao gela nada,NAO_GELA,Media,FECHADA,2026-08-03 13:39,120,689.67,
OC-2026-001095,2026-08-23,Formulario,Tecnoar Servicos Eireli,RJ,Maquina de Lavar,WM-F60BW,WMF6418429,,erro no painel,,Baixa,Fechado,2026-08-26,240,955.27,
OC-2026-001969,2026-04-23,E-mail,Sul Service Eletrodomesticos,RS,Geladeira,GC-L257,GCL2299840,,nao gela nada,NAO_GELA,Baixa,REABERTA,,240,689.76,OC-2026-000578
OC-2026-001579,2026-04-06,Formulario,MegaTec Reparos Ltda,BA,TV,UQ7550PSF,UQ75821979,L2601C,"Manchas escuras no canto inferior direito da tela, cliente relata que aumentaram.",LINHAS_TELA,Critica,Aguardando peca,,72,1314.5,
OC-2026-001345,2026-04-26 09:05,E-mail,ELETRO SERV ANDRADE,SP,Ar-Condicionado,AC-S12TQ,ACS1989077,L2601C,"Unidade externa com ruido alto durante a operacao, vizinhos reclamaram.",RUIDO_UNIDADE_EXTERNA,Alta,fechada,16-05-2026 19:19,72,488.41,
OC-2026-001595,2026-07-25,planilha_parceiro,Oficina Digital Campinas,SP,Maquina de Lavar,WD-11WV,WD11690500,L2605A,"nao centrifuga, roupa sai encharcada",,,Aberta,,72,,
OC-2026-001993,04-07-2026 18:45,planilha_parceiro,Eletro Nordeste Assistencia,PE,Geladeira,GT-39SSP,GT39836174,L2605C,"Porta desalinhada, borracha de vedacao solta em um dos cantos.",,Media,Reaberta,,120,651.08,OC-2026-001215
OC-2026-001733,16/04/2026,Formulario,Atlas Manutencao,GO,TV,UQ-7550PSF,UQ75494751,L2603A,Audio ausente pelos alto-falantes internos. Saida optica funciona.,SEM_AUDIO,Alta,Aguardando peca,,72,341.09,
OC-2026-001835,2026-07-16,Planilha Parceiro,Refrigeracao Vale Verde,MG,Geladeira,GC B247SLUV,GCB2210744,L2605A,Equipamento com aproximadamente 70 dias de uso apresentou perda total de refrigeracao. Compressor em ciclo curto.,,Alta,fechada,2026-07-27 11:36,72,974.4,
OC-2026-000183,29/05/2026,Formulario,Refrigeracao Vale Verde,MG,Geladeira,GCL257FLQ,GCL2218783,L2602A,Cliente relata que a geladeira nao esta refrigerando ha 3 dias. Alimentos estragaram.,,Critica,AGUARDANDO PECA,,72,317.11,
OC-2026-001204,2026-03-29,Formulario,Assistencia Tecnica Silva Ltda,SP,Geladeira,GC-L257FLQ,GCL2437764,L2601A,esquentou tudo dentro,TEMP_ALTA_GABINETE,Alta,Fechada,16/04/2026,72,1157.96,
OC-2026-001018,2026-05-15,E-mail,MEGATEC,BA,Geladeira,GC B247SLUV,GCB2987398,L2602A,Gabinete quente. Cliente ja verificou vedacao da porta.,TEMP_ALTA_GABINETE,Alta,FECHADA,2026-05-25 12:39,72,1023.66,
OC-2026-001083,31/08/2026,Formulario,PRISMA AT,PR,TV,UQ7550PSF,UQ75810714,L2607B,Audio ausente pelos alto-falantes internos. Saida optica funciona.,SEM_AUDIO,Baixa,Fechada,26/09/2026,240,151.89,
OC-2026-000957,2026-07-26,E-mail,Oficina Digital Campinas,SP,Geladeira,GT39SSP,GT39844842,L2604C,"temperatura do gabinete alta, marcando 14 graus com regulagem no maximo",TEMP_ALTA_GABINETE,Media,Fechado,2026-08-04 15:46,120,1045.78,
OC-2026-001192,2026-05-06,formulario,ELETRO SERV ANDRADE,SP,Geladeira,GC-L257,GCL2299141,L2602B,"Porta desalinhada, borracha de vedacao solta em um dos cantos.",PORTA_DESALINHADA,Media,Fechado,2026-05-24,120,70.32,
OC-2026-000020,2026-03-24,E-mail,Prisma Assistencia Tecnica,PR,TV,OLED-55C4,OLED336351,,"morreu do nada, nao acende nem a luzinha",NAO_LIGA,Media,Fechada,2026-03-31,120,599.65,
OC-2026-000940,2026-05-06,Planilha Parceiro,Sul Service Eletrodomesticos,RS,TV,OLED-55C4,OLED723974,,"Manchas escuras no canto inferior direito da tela, cliente relata que aumentaram.",TELA_ESCURA,Baixa,FECHADA,2026-05-22,240,1423.02,
OC-2026-000760,05/03/2026,Planilha Parceiro,Assistencia Tecnica Silva Ltda,SP,TV,NANO75SQA,NANO189861,L2601A,apareceu umas linhas verticais na tela,LINHAS_TELA,Media,Fechada,2026-04-02,120,987.57,
OC-2026-000862,2026-08-17,E-mail,Eletro Servicos Andrade,SP,Ar-Condicionado,ACDUAL9K,ACDU133724,,Controle remoto sem resposta. Aparelho responde aos botoes fisicos.,CONTROLE_NAO_RESPONDE,,Fechada,2026-09-01 13:02,240,70.76,
OC-2026-000468,2026-06-09 15:47,Planilha Parceiro,ELETRO SERV ANDRADE,SP,Geladeira,GT39SSP,GT39798528,L2604C,"Aparelho nao liga. Tomada testada com outro equipamento, energia OK.",,Media,EM ATENDIMENTO,,120,,
OC-2026-001659,2026-08-03,Planilha Parceiro,Norte Eletro Servicos,CE,Geladeira,GT-39SSP,GT39904426,L2605B,esquentou tudo dentro,TEMP_ALTA_GABINETE,Media,FECHADA,2026-08-13,120,873.08,
OC-2026-001157,2026-05-21,Formulario,PRISMA AT,PR,Ar-Condicionado,AC DUAL 9K,ACDU789653,,"suspeita de vazamento de gas, aparelho gela pouco",VAZAMENTO_GAS,Media,Fechada,18-06-2026 11:24,120,601.07,
OC-2026-001283,2026-05-06,email,Assist Tec Silva,SP,Maquina de Lavar,WMT13BW,WMT1558588,L2603B,erro no painel,NAO_DRENA,Baixa,Aguardando peca,,240,257.81,
OC-2026-000180,2026-04-05,Planilha Parceiro,MegaTec Reparos,BA,Ar-Condicionado,ACD18MQ,ACD1520999,L2601B,"Baixa pressao no sistema, indicio de vazamento na linha.",,,aguardando_peca,,120,287.22,
OC-2026-001474,2026-07-25 16:57,FORM,assistencia tecnica silva,SP,Ar-Condicionado,AC DUAL 9K,ACDU177176,L2605B,condensadora fazendo muito barulho,RUIDO_UNIDADE_EXTERNA,Baixa,Fechada,15/08/2026,240,322.61,
OC-2026-000366,23/03/2026,Formulario,Sul Service Eletrodomesticos,RS,Maquina de Lavar,WM-T13BW,WMT1167033,,"vazamento constante, cliente teve que colocar pano embaixo",VAZAMENTO_AGUA,Media,FECHADA,2026-04-09,120,290.25,
OC-2026-001072,2026-08-19,planilha_parceiro,Sul Service,RS,Geladeira,GT39SSP,GT39577050,L2607B,"morreu do nada, nao acende nem a luzinha",,Critica,EM ATENDIMENTO,,72,,
OC-2026-000929,2026-05-04 12:06,Formulario,Sul Service,RS,Maquina de Lavar,WD-11WV,WD11757193,,Cliente relata poca de agua no chao apos o uso.,VAZAMENTO_AGUA,Alta,Fechada,2026-05-11 14:35,72,230.01,
OC-2026-001241,2026-05-01,FORM,Prisma Assist Tecnica,PR,Ar-Condicionado,ACDUAL9K,ACDU392290,,,NAO_RESFRIA,Media,Aguardando peca,,120,645.95,
OC-2026-000781,26-08-2026 13:42,email,Tecnoar Servicos,RJ,TV,OLED55C4,OLED967985,L2605B,sem som nenhum,,Media,fechada,01/09/2026,120,438.15,
OC-2026-001338,05-07-2026 18:59,E-mail,Tecnoar Servicos Eireli,RJ,Geladeira,GC-L257FLQ,GCL2592581,L2605A,"porta nao fecha direito, fica uma frta",PORTA_DESALINHADA,Media,FECHADA,21/07/2026,120,56.74,
OC-2026-000853,2026-08-09,Planilha Parceiro,Tecnoar Servicos,RJ,Ar-Condicionado,AC-DUAL9K,ACDU419987,,Controle remoto sem resposta. Aparelho responde aos botoes fisicos.,,Media,Fechada,2026-08-24,120,888.1,
OC-2026-001364,2026-08-07 08:40,FORM,Sul Service Eletrodomesticos,RS,Maquina de Lavar,WM-F60BW,WMF6377460,L2607A,,NAO_LIGA,Alta,FECHADA,2026-08-20,72,753.93,
OC-2026-000724,2026-08-06,E-mail,Sul Service,RS,Maquina de Lavar,WM-F60BW,WMF6653130,L2606A,agua fica parada no tambor,NAO_DRENA,Critica,aberta,,72,,
OC-2026-002051,2026-04-06,formulario,Prisma Assistencia Tecnica,PR,TV,UQ7550PSF,UQ75192470,L2602C,Controle remoto sem resposta. Aparelho responde aos botoes fisicos.,CONTROLE_NAO_RESPONDE,Baixa,Aberta,,240,,
OC-2026-001223,2026-08-03,formulario,ATLAS MANUT EQUIP,GO,Ar-Condicionado,ACS12TQ,ACS1608611,L2605A,nao resfria mais,,Critica,Fechado,06/08/2026,72,271.23,
OC-2026-001885,,email,assistencia tecnica silva,SP,Geladeira,gc-b247sluv,GCB2763884,L2606A,Cliente relata que apos cerca de dois meses de uso o gabinete parou de refrigerar. Placa de controle suspeita.,,Alta,Em atendimento,,72,760.02,
OC-2026-000367,2026-06-20,planilha_parceiro,OFICINA DIGITAL CAMPINAS ME,SP,Monitor,34WP65C,34WP526819,L2605C,"Manchas escuras no canto inferior direito da tela, cliente relata que aumentaram.",,Alta,fechada,2026-06-23,72,886.61,
OC-2026-001550,2026-08-04,FORM,REFRIGERACAO VALE VERDE LTDA,MG,Maquina de Lavar,WM-F60BW,WMF6870347,,erro no painel,ERRO_DISPLAY,Critica,aguardando_peca,,72,475.35,
OC-2026-000821,24/08/2026,formulario,Assist Tec Silva,SP,Monitor,34WP65C,34WP781942,L2606C,tela preta mas o som funciona,NAO_LIGA,Alta,FECHADA,02-09-2026 16:12,72,300.31,
OC-2026-000695,08/03/2026,Formulario,Sul Service Eletrodomesticos,RS,Geladeira,GCL257FLQ,GCL2388468,L2612A,"Porta desalinhada, borracha de vedacao solta em um dos cantos.",PORTA_DESALINHADA,Media,em_atendimento,,120,,
OC-2026-000568,25/07/2026,planilha_parceiro,Assistencia Tecnica Silva Ltda,SP,TV,UQ-7550PSF,UQ75370313,L2605C,Sem imagem. Audio presente. Cliente ja testou outra fonte de video.,TELA_ESCURA,Media,Fechada,2026-08-06,120,1466.87,
OC-2026-002023,2026-05-31,formulario,assistencia tecnica silva,SP,Maquina de Lavar,wd-11wv,WD11324859,L2603A,Maquina completa o ciclo mas nao centrifuga.,,Critica,aberta,,72,,
OC-2026-000154,2026-06-02,Formulario,Norte Eletro Servicos,CE,Geladeira,GCL257FLQ,GCL2319848,L2603A,"Porta desalinhada, borracha de vedacao solta em um dos cantos.",,Media,fechada,2026-06-05,120,810.77,
OC-2026-001362,2026-04-05 10:20,Planilha Parceiro,Refrigeracao Vale Verde,MG,Maquina de Lavar,WD-11WV,WD11463168,,erro no painel,ERRO_DISPLAY,Alta,em_atendimento,,72,,
OC-2026-000604,14-04-2026 08:44,Planilha Parceiro,Prisma Assist Tecnica,PR,Geladeira,GT39SSP,GT39248093,L2601C,"morreu do nada, nao acende nem a luzinha",NAO_LIGA,Alta,Em atendimento,,72,,
OC-2026-000733,2026-08-08,Formulario,Atlas Manutencao de Equipamentos,GO,TV,NANO-75SQA,NANO805924,L2606A,Controle remoto sem resposta. Aparelho responde aos botoes fisicos.,CONTROLE_NAO_RESPONDE,,Fechada,2026-08-27 09:04,120,96.59,
OC-2026-000382,18-07-2026 19:04,planilha_parceiro,Central Reparos Band.,SP,TV,UQ7550PSF,UQ75809053,,erro no painel,ERRO_DISPLAY,Alta,Fechada,2026-07-21,72,208.85,
OC-2026-001583,05/06/2026,planilha_parceiro,Norte Eletro Servicos,CE,TV,OLED-55C4,OLED431270,L2603C,,,Alta,FECHADA,2026-06-22,72,619.61,
OC-2026-000709,,Formulario,OFICINA DIGITAL CAMPINAS ME,SP,Maquina de Lavar,WM F60BW,WMF6628181,,agua fica parada no tambor,NAO_DRENA,Baixa,ABERTA,,240,,
OC-2026-001857,2026-08-03,Formulario,MEGATEC,BA,Geladeira,gc-b247sluv,GCB2485508,L2607B,"aparelho com 2 meses, gelou normal no comeco e depois foi perdendo, agora nao gela mais nada",RUIDO_COMPRESSOR,Media,Fechado,2026-08-17,120,672.79,
OC-2026-000262,2026-03-11,E-mail,MegaTec Reparos Ltda,BA,Geladeira,GC-L257,GCL2175506,L2601A,nao gela nada,,,em_atendimento,,120,,
OC-2026-000215,2026-08-17,Planilha Parceiro,REFRIGERACAO VALE VERDE LTDA,MG,TV,NANO-75SQA,NANO322564,L2607B,nao liga de jeito nenhum,NAO_LIGA,Baixa,fechada,2026-09-10,240,675.92,
OC-2026-002000,2026-07-04,email,Sul Service Eletrodomesticos,RS,Ar-Condicionado,AC-D18MQ,ACD1722625,L2604C,"nao gela o ambiente, so joga ar quente",NAO_RESFRIA,Critica,Reaberta,,72,,OC-2026-000426
OC-2026-000741,2026-03-05,planilha_parceiro,MEGATEC,BA,Geladeira,GC-L257,GCL2834688,L2601B,nao gela nada,,,FECHADA,2026-04-01,72,331.88,
OC-2026-000030,2026-04-20,formulario,Eletro Nordeste,PE,TV,NANO-75SQA,NANO127122,L2602A,tela preta mas o som funciona,NAO_LIGA,Media,FECHADA,2026-05-05,120,414.15,
OC-2026-000203,12/06/2026,Formulario,Central Reparos Bandeirantes,SP,Geladeira,GT-39SSP,GT39311414,L2604C,"Ruido intermitente na parte traseira, cliente relata que piorou nas ultimas semanas.",,Critica,FECHADA,2026-06-27,72,506.51,
OC-2026-001555,2026-03-10,Formulario,Central Reparos Bandeirantes,SP,Geladeira,GT-39SSP,GT39524353,L2601C,,NAO_LIGA,Baixa,Em atendimento,,240,,
OC-2026-001234,09/03/2026,email,Refrig Vale Verde,MG,Geladeira,GC-L257,GCL2895554,,nao liga de jeito nenhum,RUIDO_COMPRESSOR,Media,aberta,,120,,
OC-2026-001849,10/07/2026,Formulario,MegaTec Reparos,BA,Geladeira,gc-b247sluv,GCB2736248,L2607A,"parou de gelar do nada, produto tem pouco tempo de uso. tecnico falou que e a placa",,Media,Fechado,2026-08-04,120,1188.08,
OC-2026-001938,18/07/2026,email,Eletro Servicos Andrade,SP,Geladeira,GC-L257FLQ,GCL2545415,L2604B,"Aparelho nao liga. Tomada testada com outro equipamento, energia OK.",,Baixa,Reaberta,,240,808.86,OC-2026-001256
OC-2026-000101,,FORM,Eletro Nordeste Assistencia,PE,Ar-Condicionado,AC DUAL 9K,ACDU861059,L2604C,"nao gela o ambiente, so joga ar quente",NAO_RESFRIA,Media,Em atendimento,,120,,
OC-2026-000166,2026-03-19,Formulario,MegaTec Reparos,BA,Monitor,27-UP550,27UP772786,L2601A,Sem imagem. Audio presente. Cliente ja testou outra fonte de video.,TELA_ESCURA,Media,Fechada,2026-04-04,120,1324.08,
OC-2026-001207,2026-04-20,E-mail,REFRIGERACAO VALE VERDE LTDA,MG,Geladeira,GT-39SSP,GT39819109,L2612C,vazando agua embaixo do aparelho,,Baixa,Fechado,10-05-2026 17:31,240,758.11,
OC-2026-000627,16/05/2026,Planilha Parceiro,Norte Eletro Servicos,CE,Geladeira,GCL257FLQ,GCL2212843,L2601C,Cliente relata que a geladeira nao ta refrigerando ha 3 dias. Alimentos estragaram.,,Baixa,ABERTA,,240,,
OC-2026-000216,21-06-2026 09:20,formulario,Eletro Nordeste Assistencia,PE,TV,NANO-75SQA,NANO459709,L2602C,tela apagada,LINHAS_TELA,Baixa,aguardando_peca,,240,1019.83,
OC-2026-001708,2026-06-30,email,SUL SERVICE ELETRO,RS,TV,NANO-75SQA,NANO701999,L2605A,apareceu umas linhas verticais na tela,LINHAS_TELA,Baixa,Fechada,22/07/2026,240,1756.69,
OC-2026-000882,2026-04-05,E-mail,Atlas Manutencao,GO,Ar-Condicionado,AC S12TQ,ACS1527884,L2612A,"Unidade externa com ruido alto durante a operacao, vizinhos reclamaram.",RUIDO_UNIDADE_EXTERNA,,Fechada,2026-04-26 09:26,120,770.68,
OC-2026-000874,17/04/2026,email,Norte Eletro,CE,TV,OLED-55C4,OLED179706,L2603B,apareceu umas linhas verticais na tela,LINHAS_TELA,Media,Em atendimento,,120,,
OC-2026-002031,12-03-2026 18:26,email,ELETRO NORDESTE ASSIST LTDA,PE,Ar-Condicionado,AC-DUAL9K,ACDU650502,L2611C,"suspeita de vazamento de gas, aparelho gela pouco",,Media,ABERTA,,120,818.48,
OC-2026-001836,2026-07-07 17:52,planilha_parceiro,Atlas Manutencao,GO,Geladeira,GC-B247SLUV,GCB2632447,L2605B,Cliente relata qeu apos cerca de dois meses de uso o gabinete parou de refrigerar. Placa de controle suspeita.,NAO_GELA,Media,Em atendimento,,120,737.77,
OC-2026-000714,2026-03-02,Formulario,Prisma Assistencia Tecnica,PR,Monitor,24MP400,24MP510252,L2611A,a tela fica piscando o tempo todo,,Media,Fechado,2026-03-23,120,909.22,
OC-2026-000926,2026-05-20,E-mail,MEGATEC,BA,TV,NANO75SQA,NANO923403,L2602A,Controle remoto sem resposta. Aparelho responde aos botoes fisicos.,CONTROLE_NAO_RESPONDE,Media,FECHADA,2026-05-27,120,49.95,
OC-2026-001286,2026-06-26,Formulario,Atlas Manutencao,GO,Geladeira,GT39SSP,GT39342119,,esquentou tudo dentro,,Media,Fechado,2026-07-18,120,373.64,
